qi	z3,z4,z6,z7	rank	graph_sigma	n_classes	min_n_good	argmin_z2,z5,z8	n_fallback	n_unsaturated
13108	1,13,26,17	2	0	19683	252	20,16,3	0	0
13109	1,14,26,17	2	0	19683	256	20,9,11	0	0
13110	1,15,26,17	2	0	19683	252	4,15,4	0	0
13111	1,16,26,17	1	0	19683	78	0,11,24	0	0
13112	1,17,26,17	2	0	19683	259	3,7,18	0	0
13113	1,18,26,17	2	0	19683	256	4,1,22	0	0
13114	1,19,26,17	2	0	19683	259	13,17,19	0	0
13115	1,20,26,17	2	0	19683	258	11,0,10	0	0
13116	1,21,26,17	2	0	19683	255	17,24,15	0	0
13117	1,22,26,17	2	0	19683	258	1,0,6	0	0
13118	1,23,26,17	2	0	19683	247	2,0,5	0	0
13119	1,24,26,17	2	0	19683	253	14,5,25	0	0
13120	1,25,26,17	2	0	19683	255	7,20,5	0	0
13121	1,26,26,17	2	0	19683	255	23,6,5	0	0
13122	1,0,0,18	2	0	19683	266	4,17,20	0	0
13123	1,1,0,18	2	0	19683	252	7,1,15	0	0
13124	1,2,0,18	2	0	19683	252	5,1,21	0	0
13125	1,3,0,18	2	0	19683	255	20,7,12	0	0
13126	1,4,0,18	2	0	19683	253	10,6,11	0	0
13127	1,5,0,18	2	0	19683	252	14,13,13	0	0
13128	1,6,0,18	2	0	19683	255	10,7,24	0	0
13129	1,7,0,18	2	0	19683	252	25,13,26	0	0
13130	1,8,0,18	2	0	19683	253	20,6,19	0	0
13131	1,9,0,18	2	0	19683	255	11,19,25	0	0
13132	1,10,0,18	2	0	19683	253	11,6,26	0	0
13133	1,11,0,18	2	0	19683	252	18,22,11	0	0
13134	1,12,0,18	2	0	19683	256	10,19,16	0	0
13135	1,13,0,18	2	0	19683	255	22,10,4	0	0
13136	1,14,0,18	2	0	19683	254	4,17,11	0	0
13137	1,15,0,18	2	0	19683	253	17,6,15	0	0
13138	1,16,0,18	2	0	19683	256	17,7,20	0	0
13139	1,17,0,18	2	0	19683	256	11,10,2	0	0
13140	1,18,0,18	2	0	19683	255	19,19,14	0	0
13141	1,19,0,18	2	0	19683	252	9,22,19	0	0
13142	1,20,0,18	2	0	19683	253	19,6,13	0	0
13143	1,21,0,18	2	0	19683	253	22,6,21	0	0
13144	1,22,0,18	2	0	19683	256	19,10,1	0	0
13145	1,23,0,18	2	0	19683	256	22,7,10	0	0
13146	1,24,0,18	2	0	19683	256	20,19,23	0	0
13147	1,25,0,18	2	0	19683	254	8,17,19	0	0
13148	1,26,0,18	2	0	19683	255	17,10,8	0	0
13149	1,0,1,18	2	0	19683	252	7,5,4	0	0
13150	1,1,1,18	2	0	19683	253	16,4,13	0	0
13151	1,2,1,18	2	0	19683	266	3,19,25	0	0
13152	1,3,1,18	2	0	19683	252	2,10,2	0	0
13153	1,4,1,18	2	0	19683	255	25,13,20	0	0
13154	1,5,1,18	2	0	19683	258	4,26,19	0	0
13155	1,6,1,18	2	0	19683	254	3,23,16	0	0
13156	1,7,1,18	2	0	19683	255	17,25,23	0	0
13157	1,8,1,18	2	0	19683	253	3,11,23	0	0
13158	1,9,1,18	2	0	19683	258	24,12,4	0	0
13159	1,10,1,18	2	0	19683	258	13,5,9	0	0
13160	1,11,1,18	2	0	19683	254	10,6,8	0	0
13161	1,12,1,18	2	0	19683	258	11,5,16	0	0
13162	1,13,1,18	2	0	19683	253	1,3,9	0	0
13163	1,14,1,18	2	0	19683	258	1,20,2	0	0
13164	1,15,1,18	2	0	19683	259	4,0,6	0	0
13165	1,16,1,18	2	0	19683	252	22,25,16	0	0
13166	1,17,1,18	2	0	19683	255	17,0,3	0	0
13167	1,18,1,18	1	0	19683	256	18,14,18	0	0
13168	1,19,1,18	2	0	19683	255	16,19,6	0	0
13169	1,20,1,18	2	0	19683	259	19,7,0	0	0
13170	1,21,1,18	2	0	19683	253	7,0,24	0	0
13171	1,22,1,18	2	0	19683	252	15,26,12	0	0
13172	1,23,1,18	2	0	19683	255	23,25,18	0	0
13173	1,24,1,18	2	0	19683	255	24,15,20	0	0
13174	1,25,1,18	2	0	19683	259	17,2,25	0	0
13175	1,26,1,18	2	0	19683	247	3,23,14	0	0
13176	1,0,2,18	2	0	19683	252	5,5,8	0	0
13177	1,1,2,18	2	0	19683	266	3,25,0	0	0
13178	1,2,2,18	2	0	19683	253	23,4,26	0	0
13179	1,3,2,18	2	0	19683	254	6,23,23	0	0
13180	1,4,2,18	2	0	19683	253	6,11,16	0	0
13181	1,5,2,18	2	0	19683	255	22,25,16	0	0
13182	1,6,2,18	2	0	19683	252	1,10,1	0	0
13183	1,7,2,18	2	0	19683	258	8,26,11	0	0
13184	1,8,2,18	2	0	19683	255	14,13,10	0	0
13185	1,9,2,18	1	0	19683	256	9,14,9	0	0
13186	1,10,2,18	2	0	19683	259	11,7,0	0	0
13187	1,11,2,18	2	0	19683	255	23,19,3	0	0
13188	1,12,2,18	2	0	19683	255	12,15,10	0	0
13189	1,13,2,18	2	0	19683	247	6,23,25	0	0
13190	1,14,2,18	2	0	19683	259	22,2,14	0	0
13191	1,15,2,18	2	0	19683	253	5,0,12	0	0
13192	1,16,2,18	2	0	19683	255	16,25,9	0	0
13193	1,17,2,18	2	0	19683	252	21,26,24	0	0
13194	1,18,2,18	2	0	19683	258	12,12,8	0	0
13195	1,19,2,18	2	0	19683	254	9,2,25	0	0
13196	1,20,2,18	2	0	19683	258	26,5,18	0	0
13197	1,21,2,18	2	0	19683	259	8,0,3	0	0
13198	1,22,2,18	2	0	19683	255	22,0,6	0	0
13199	1,23,2,18	2	0	19683	252	17,25,23	0	0
13200	1,24,2,18	2	0	19683	258	19,5,23	0	0
13201	1,25,2,18	2	0	19683	258	2,20,1	0	0
13202	1,26,2,18	2	0	19683	253	2,3,18	0	0
13203	1,0,3,18	2	0	19683	252	14,20,25	0	0
13204	1,1,3,18	2	0	19683	254	7,26,24	0	0
13205	1,2,3,18	2	0	19683	255	16,7,18	0	0
13206	1,3,3,18	2	0	19683	258	6,9,25	0	0
13207	1,4,3,18	2	0	19683	259	10,10,0	0	0
13208	1,5,3,18	2	0	19683	253	16,16,11	0	0
13209	1,6,3,18	1	0	19683	256	6,6,19	0	0
13210	1,7,3,18	2	0	19683	266	1,7,12	0	0
13211	1,8,3,18	2	0	19683	258	15,20,22	0	0
13212	1,9,3,18	2	0	19683	253	12,3,22	0	0
13213	1,10,3,18	2	0	19683	253	14,0,8	0	0
13214	1,11,3,18	2	0	19683	258	13,17,21	0	0
13215	1,12,3,18	2	0	19683	252	4,17,4	0	0
13216	1,13,3,18	2	0	19683	252	24,19,23	0	0
13217	1,14,3,18	2	0	19683	258	12,11,23	0	0
13218	1,15,3,18	2	0	19683	255	9,22,1	0	0
13219	1,16,3,18	2	0	19683	258	20,20,20	0	0
13220	1,17,3,18	2	0	19683	255	23,4,17	0	0
13221	1,18,3,18	2	0	19683	247	1,14,24	0	0
13222	1,19,3,18	2	0	19683	255	19,4,10	0	0
13223	1,20,3,18	2	0	19683	259	13,0,18	0	0
13224	1,21,3,18	2	0	19683	253	1,5,10	0	0
13225	1,22,3,18	2	0	19683	252	11,4,20	0	0
13226	1,23,3,18	2	0	19683	255	6,12,1	0	0
13227	1,24,3,18	2	0	19683	255	19,0,9	0	0
13228	1,25,3,18	2	0	19683	259	19,26,12	0	0
13229	1,26,3,18	2	0	19683	254	1,14,20	0	0
13230	1,0,4,18	2	0	19683	255	20,3,20	0	0
13231	1,1,4,18	2	0	19683	252	17,4,19	0	0
13232	1,2,4,18	2	0	19683	258	3,8,18	0	0
13233	1,3,4,18	2	0	19683	259	10,5,16	0	0
13234	1,4,4,18	2	0	19683	256	3,15,18	0	0
13235	1,5,4,18	2	0	19683	253	12,8,8	0	0
13236	1,6,4,18	2	0	19683	269	5,4,15	0	0
13237	1,7,4,18	2	0	19683	254	19,13,6	0	0
13238	1,8,4,18	2	0	19683	253	25,17,17	0	0
13239	1,9,4,18	2	0	19683	255	11,6,25	0	0
13240	1,10,4,18	2	0	19683	253	2,15,14	0	0
13241	1,11,4,18	2	0	19683	247	11,8,24	0	0
13242	1,12,4,18	2	0	19683	253	7,19,9	0	0
13243	1,13,4,18	2	0	19683	259	15,3,24	0	0
13244	1,14,4,18	2	0	19683	253	5,4,0	0	0
13245	1,15,4,18	2	0	19683	247	2,21,10	0	0
13246	1,16,4,18	2	0	19683	258	18,17,8	0	0
13247	1,17,4,18	2	0	19683	253	7,17,9	0	0
13248	1,18,4,18	2	0	19683	259	23,26,22	0	0
13249	1,19,4,18	1	0	19683	256	4,22,13	0	0
13250	1,20,4,18	2	0	19683	252	15,3,4	0	0
13251	1,21,4,18	2	0	19683	253	4,12,0	0	0
13252	1,22,4,18	2	0	19683	252	18,15,21	0	0
13253	1,23,4,18	2	0	19683	256	25,23,25	0	0
13254	1,24,4,18	2	0	19683	253	4,4,23	0	0
13255	1,25,4,18	2	0	19683	253	25,11,2	0	0
13256	1,26,4,18	2	0	19683	259	3,6,12	0	0
13257	1,0,5,18	2	0	19683	253	10,5,9	0	0
13258	1,1,5,18	2	0	19683	255	17,2,14	0	0
13259	1,2,5,18	2	0	19683	252	10,13,11	0	0
13260	1,3,5,18	2	0	19683	253	16,19,24	0	0
13261	1,4,5,18	2	0	19683	253	12,26,5	0	0
13262	1,5,5,18	2	0	19683	255	2,18,15	0	0
13263	1,6,5,18	2	0	19683	253	10,7,23	0	0
13264	1,7,5,18	2	0	19683	258	24,9,15	0	0
13265	1,8,5,18	2	0	19683	266	11,15,12	0	0
13266	1,9,5,18	2	0	19683	253	18,2,11	0	0
13267	1,10,5,18	2	0	19683	255	12,16,23	0	0
13268	1,11,5,18	2	0	19683	255	8,19,22	0	0
13269	1,12,5,18	2	0	19683	255	6,18,8	0	0
13270	1,13,5,18	2	0	19683	256	3,6,10	0	0
13271	1,14,5,18	2	0	19683	255	21,26,5	0	0
13272	1,15,5,18	2	0	19683	253	1,13,13	0	0
13273	1,16,5,18	2	0	19683	259	15,6,11	0	0
13274	1,17,5,18	2	0	19683	253	8,4,10	0	0
13275	1,18,5,18	2	0	19683	247	10,4,18	0	0
13276	1,19,5,18	2	0	19683	258	24,14,1	0	0
13277	1,20,5,18	2	0	19683	258	18,6,4	0	0
13278	1,21,5,18	2	0	19683	255	25,25,19	0	0
13279	1,22,5,18	2	0	19683	259	17,4,22	0	0
13280	1,23,5,18	1	0	19683	256	19,9,19	0	0
13281	1,24,5,18	2	0	19683	253	11,1,7	0	0
13282	1,25,5,18	2	0	19683	256	24,14,9	0	0
13283	1,26,5,18	2	0	19683	252	25,14,1	0	0
13284	1,0,6,18	2	0	19683	252	25,20,14	0	0
13285	1,1,6,18	2	0	19683	255	23,7,9	0	0
13286	1,2,6,18	2	0	19683	254	4,24,4	0	0
13287	1,3,6,18	1	0	19683	256	3,6,11	0	0
13288	1,4,6,18	2	0	19683	258	21,20,17	0	0
13289	1,5,6,18	2	0	19683	266	1,4,0	0	0
13290	1,6,6,18	2	0	19683	258	3,9,14	0	0
13291	1,7,6,18	2	0	19683	253	23,16,19	0	0
13292	1,8,6,18	2	0	19683	259	20,10,0	0	0
13293	1,9,6,18	2	0	19683	247	2,14,12	0	0
13294	1,10,6,18	2	0	19683	259	26,0,9	0	0
13295	1,11,6,18	2	0	19683	255	11,4,20	0	0
13296	1,12,6,18	2	0	19683	255	11,0,18	0	0
13297	1,13,6,18	2	0	19683	254	2,14,10	0	0
13298	1,14,6,18	2	0	19683	259	11,26,24	0	0
13299	1,15,6,18	2	0	19683	253	2,5,20	0	0
13300	1,16,6,18	2	0	19683	255	3,12,2	0	0
13301	1,17,6,18	2	0	19683	252	19,4,10	0	0
13302	1,18,6,18	2	0	19683	253	24,3,17	0	0
13303	1,19,6,18	2	0	19683	258	26,17,15	0	0
13304	1,20,6,18	2	0	19683	253	25,0,4	0	0
13305	1,21,6,18	2	0	19683	255	18,22,2	0	0
13306	1,22,6,18	2	0	19683	255	16,4,22	0	0
13307	1,23,6,18	2	0	19683	258	10,20,10	0	0
13308	1,24,6,18	2	0	19683	252	8,17,8	0	0
13309	1,25,6,18	2	0	19683	258	24,11,16	0	0
13310	1,26,6,18	2	0	19683	252	12,19,16	0	0
13311	1,0,7,18	2	0	19683	253	20,5,18	0	0
13312	1,1,7,18	2	0	19683	252	20,13,19	0	0
13313	1,2,7,18	2	0	19683	255	22,2,25	0	0
13314	1,3,7,18	2	0	19683	253	20,7,16	0	0
13315	1,4,7,18	2	0	19683	266	11,25,0	0	0
13316	1,5,7,18	2	0	19683	258	12,9,21	0	0
13317	1,6,7,18	2	0	19683	253	23,19,12	0	0
13318	1,7,7,18	2	0	19683	255	1,18,21	0	0
13319	1,8,7,18	2	0	19683	253	24,26,7	0	0
13320	1,9,7,18	2	0	19683	247	12,3,15	0	0
13321	1,10,7,18	2	0	19683	258	9,6,8	0	0
13322	1,11,7,18	2	0	19683	258	12,14,2	0	0
13323	1,12,7,18	2	0	19683	253	19,1,5	0	0
13324	1,13,7,18	2	0	19683	252	14,14,2	0	0
13325	1,14,7,18	2	0	19683	256	12,14,18	0	0
13326	1,15,7,18	2	0	19683	255	14,25,11	0	0
13327	1,16,7,18	1	0	19683	256	11,9,11	0	0
13328	1,17,7,18	2	0	19683	259	22,4,17	0	0
13329	1,18,7,18	2	0	19683	253	9,2,19	0	0
13330	1,19,7,18	2	0	19683	255	4,19,17	0	0
13331	1,20,7,18	2	0	19683	255	24,16,16	0	0
13332	1,21,7,18	2	0	19683	253	2,13,26	0	0
13333	1,22,7,18	2	0	19683	253	4,4,20	0	0
13334	1,23,7,18	2	0	19683	259	21,6,19	0	0
13335	1,24,7,18	2	0	19683	255	3,18,4	0	0
13336	1,25,7,18	2	0	19683	255	15,26,7	0	0
13337	1,26,7,18	2	0	19683	256	6,6,20	0	0
13338	1,0,8,18	2	0	19683	255	10,3,10	0	0
13339	1,1,8,18	2	0	19683	258	6,8,9	0	0
13340	1,2,8,18	2	0	19683	252	22,4,11	0	0
13341	1,3,8,18	2	0	19683	269	5,23,13	0	0
13342	1,4,8,18	2	0	19683	253	14,17,22	0	0
13343	1,5,8,18	2	0	19683	254	11,13,3	0	0
13344	1,6,8,18	2	0	19683	259	20,5,23	0	0
13345	1,7,8,18	2	0	19683	253	24,8,4	0	0
13346	1,8,8,18	2	0	19683	256	6,15,9	0	0
13347	1,9,8,18	2	0	19683	259	16,26,17	0	0
13348	1,10,8,18	2	0	19683	252	21,3,8	0	0
13349	1,11,8,18	1	0	19683	256	8,22,26	0	0
13350	1,12,8,18	2	0	19683	253	8,4,16	0	0
13351	1,13,8,18	2	0	19683	259	6,6,24	0	0
13352	1,14,8,18	2	0	19683	253	14,11,1	0	0
13353	1,15,8,18	2	0	19683	253	8,12,0	0	0
13354	1,16,8,18	2	0	19683	256	14,23,14	0	0
13355	1,17,8,18	2	0	19683	252	9,15,15	0	0
13356	1,18,8,18	2	0	19683	255	19,6,14	0	0
13357	1,19,8,18	2	0	19683	247	10,1,26	0	0
13358	1,20,8,18	2	0	19683	253	1,15,25	0	0
13359	1,21,8,18	2	0	19683	247	1,21,20	0	0
13360	1,22,8,18	2	0	19683	253	5,17,18	0	0
13361	1,23,8,18	2	0	19683	258	9,17,4	0	0
13362	1,24,8,18	2	0	19683	253	5,19,18	0	0
13363	1,25,8,18	2	0	19683	253	7,4,0	0	0
13364	1,26,8,18	2	0	19683	259	21,3,12	0	0
13365	1,0,9,18	2	0	19683	255	22,3,1	0	0
13366	1,1,9,18	2	0	19683	247	11,20,13	0	0
13367	1,2,9,18	1	0	19683	256	11,15,22	0	0
13368	1,3,9,18	2	0	19683	255	20,6,12	0	0
13369	1,4,9,18	2	0	19683	252	4,3,25	0	0
13370	1,5,9,18	2	0	19683	252	19,16,21	0	0
13371	1,6,9,18	2	0	19683	259	23,17,3	0	0
13372	1,7,9,18	2	0	19683	258	1,23,17	0	0
13373	1,8,9,18	2	0	19683	253	24,12,24	0	0
13374	1,9,9,18	2	0	19683	259	4,3,8	0	0
13375	1,10,9,18	2	0	19683	253	13,9,0	0	0
13376	1,11,9,18	2	0	19683	253	3,23,14	0	0
13377	1,12,9,18	2	0	19683	252	7,12,26	0	0
13378	1,13,9,18	2	0	19683	259	17,20,20	0	0
13379	1,14,9,18	2	0	19683	253	25,16,0	0	0
13380	1,15,9,18	2	0	19683	256	1,12,17	0	0
13381	1,16,9,18	2	0	19683	253	14,7,22	0	0
13382	1,17,9,18	2	0	19683	256	9,14,12	0	0
13383	1,18,9,18	2	0	19683	259	1,6,4	0	0
13384	1,19,9,18	2	0	19683	254	6,4,12	0	0
13385	1,20,9,18	2	0	19683	247	6,2,16	0	0
13386	1,21,9,18	2	0	19683	253	9,2,6	0	0
13387	1,22,9,18	2	0	19683	258	7,2,14	0	0
13388	1,23,9,18	2	0	19683	253	13,16,10	0	0
13389	1,24,9,18	2	0	19683	253	14,2,22	0	0
13390	1,25,9,18	2	0	19683	253	9,5,23	0	0
13391	1,26,9,18	2	0	19683	269	14,14,19	0	0
13392	1,0,10,18	2	0	19683	254	4,6,2	0	0
13393	1,1,10,18	2	0	19683	258	20,0,10	0	0
13394	1,2,10,18	2	0	19683	259	12,2,24	0	0
13395	1,3,10,18	2	0	19683	253	15,25,9	0	0
13396	1,4,10,18	2	0	19683	255	17,12,9	0	0
13397	1,5,10,18	2	0	19683	258	22,0,2	0	0
13398	1,6,10,18	2	0	19683	253	23,13,13	0	0
13399	1,7,10,18	2	0	19683	259	3,26,8	0	0
13400	1,8,10,18	2	0	19683	256	9,9,4	0	0
13401	1,9,10,18	2	0	19683	253	13,16,3	0	0
13402	1,10,10,18	2	0	19683	256	25,12,12	0	0
13403	1,11,10,18	2	0	19683	258	11,0,23	0	0
13404	1,12,10,18	2	0	19683	252	5,5,1	0	0
13405	1,13,10,18	2	0	19683	253	4,4,22	0	0
13406	1,14,10,18	2	0	19683	247	10,0,9	0	0
13407	1,15,10,18	2	0	19683	255	19,9,22	0	0
13408	1,16,10,18	2	0	19683	252	25,20,16	0	0
13409	1,17,10,18	2	0	19683	255	21,23,9	0	0
13410	1,18,10,18	2	0	19683	253	23,1,15	0	0
13411	1,19,10,18	2	0	19683	259	1,17,14	0	0
13412	1,20,10,18	2	0	19683	255	10,15,3	0	0
13413	1,21,10,18	2	0	19683	256	5,15,25	0	0
13414	1,22,10,18	2	0	19683	252	9,11,20	0	0
13415	1,23,10,18	2	0	19683	255	26,8,3	0	0
13416	1,24,10,18	2	0	19683	255	8,14,22	0	0
13417	1,25,10,18	1	0	19683	78	0,3,7	0	0
13418	1,26,10,18	2	0	19683	253	23,22,11	0	0
13419	1,0,11,18	2	0	19683	256	10,24,12	0	0
13420	1,1,11,18	2	0	19683	253	8,19,22	0	0
13421	1,2,11,18	2	0	19683	255	18,11,18	0	0
13422	1,3,11,18	2	0	19683	253	26,18,20	0	0
13423	1,4,11,18	2	0	19683	255	18,12,0	0	0
13424	1,5,11,18	2	0	19683	253	20,12,23	0	0
13425	1,6,11,18	2	0	19683	256	18,6,2	0	0
13426	1,7,11,18	2	0	19683	259	6,17,21	0	0
13427	1,8,11,18	1	0	19683	256	9,3,5	0	0
13428	1,9,11,18	2	0	19683	253	3,16,22	0	0
13429	1,10,11,18	2	0	19683	258	11,1,14	0	0
13430	1,11,11,18	2	0	19683	252	15,20,15	0	0
13431	1,12,11,18	2	0	19683	252	13,17,12	0	0
13432	1,13,11,18	2	0	19683	253	19,8,11	0	0
13433	1,14,11,18	2	0	19683	252	12,2,16	0	0
13434	1,15,11,18	2	0	19683	255	5,25,25	0	0
13435	1,16,11,18	2	0	19683	252	15,15,20	0	0
13436	1,17,11,18	2	0	19683	255	20,9,26	0	0
13437	1,18,11,18	2	0	19683	252	2,23,11	0	0
13438	1,19,11,18	2	0	19683	259	16,21,1	0	0
13439	1,20,11,18	2	0	19683	255	18,0,1	0	0
13440	1,21,11,18	2	0	19683	252	20,0,8	0	0
13441	1,22,11,18	2	0	19683	253	16,11,14	0	0
13442	1,23,11,18	2	0	19683	255	13,0,22	0	0
13443	1,24,11,18	2	0	19683	269	1,25,26	0	0
13444	1,25,11,18	2	0	19683	255	3,14,8	0	0
13445	1,26,11,18	2	0	19683	258	21,16,21	0	0
13446	1,0,12,18	2	0	19683	253	17,20,22	0	0
13447	1,1,12,18	2	0	19683	255	26,7,3	0	0
13448	1,2,12,18	2	0	19683	258	6,8,16	0	0
13449	1,3,12,18	2	0	19683	253	7,26,15	0	0
13450	1,4,12,18	2	0	19683	258	7,6,25	0	0
13451	1,5,12,18	2	0	19683	255	19,26,24	0	0
13452	1,6,12,18	2	0	19683	247	6,3,26	0	0
13453	1,7,12,18	2	0	19683	252	17,22,15	0	0
13454	1,8,12,18	2	0	19683	255	3,25,10	0	0
13455	1,9,12,18	2	0	19683	256	1,6,2	0	0
13456	1,10,12,18	2	0	19683	255	9,4,21	0	0
13457	1,11,12,18	2	0	19683	255	24,21,13	0	0
13458	1,12,12,18	2	0	19683	259	19,16,3	0	0
13459	1,13,12,18	2	0	19683	253	16,7,8	0	0
13460	1,14,12,18	2	0	19683	255	8,17,5	0	0
13461	1,15,12,18	2	0	19683	253	3,17,5	0	0
13462	1,16,12,18	2	0	19683	255	2,21,14	0	0
13463	1,17,12,18	1	0	19683	256	8,13,26	0	0
13464	1,18,12,18	2	0	19683	252	9,8,16	0	0
13465	1,19,12,18	2	0	19683	258	6,15,13	0	0
13466	1,20,12,18	2	0	19683	253	12,22,11	0	0
13467	1,21,12,18	2	0	19683	266	3,3,8	0	0
13468	1,22,12,18	2	0	19683	259	4,6,15	0	0
13469	1,23,12,18	2	0	19683	253	20,13,7	0	0
13470	1,24,12,18	2	0	19683	253	26,16,2	0	0
13471	1,25,12,18	2	0	19683	256	6,8,22	0	0
13472	1,26,12,18	2	0	19683	253	17,10,10	0	0
13473	1,0,13,18	2	0	19683	256	17,18,4	0	0
13474	1,1,13,18	2	0	19683	252	4,11,13	0	0
13475	1,2,13,18	2	0	19683	259	16,24,16	0	0
13476	1,3,13,18	2	0	19683	253	1,25,3	0	0
13477	1,4,13,18	2	0	19683	255	7,0,16	0	0
13478	1,5,13,18	2	0	19683	253	26,7,3	0	0
13479	1,6,13,18	2	0	19683	252	24,14,15	0	0
13480	1,7,13,18	2	0	19683	255	7,5,17	0	0
13481	1,8,13,18	2	0	19683	258	20,13,24	0	0
13482	1,9,13,18	2	0	19683	253	10,23,15	0	0
13483	1,10,13,18	2	0	19683	252	22,0,14	0	0
13484	1,11,13,18	2	0	19683	253	22,9,10	0	0
13485	1,12,13,18	2	0	19683	253	16,5,24	0	0
13486	1,13,13,18	2	0	19683	253	21,21,1	0	0
13487	1,14,13,18	2	0	19683	252	3,26,20	0	0
13488	1,15,13,18	2	0	19683	255	7,9,0	0	0
13489	1,16,13,18	2	0	19683	252	15,2,4	0	0
13490	1,17,13,18	2	0	19683	255	15,0,3	0	0
13491	1,18,13,18	2	0	19683	258	8,25,26	0	0
13492	1,19,13,18	2	0	19683	259	2,2,26	0	0
13493	1,20,13,18	2	0	19683	255	25,4,12	0	0
13494	1,21,13,18	1	0	19683	256	3,24,15	0	0
13495	1,22,13,18	2	0	19683	252	4,12,1	0	0
13496	1,23,13,18	2	0	19683	269	10,13,24	0	0
13497	1,24,13,18	2	0	19683	255	22,15,19	0	0
13498	1,25,13,18	2	0	19683	255	1,8,14	0	0
13499	1,26,13,18	2	0	19683	256	7,6,23	0	0
13500	1,0,14,18	2	0	19683	256	11,21,14	0	0
13501	1,1,14,18	2	0	19683	259	12,26,11	0	0
13502	1,2,14,18	2	0	19683	253	19,15,1	0	0
13503	1,3,14,18	2	0	19683	258	13,4,11	0	0
13504	1,4,14,18	2	0	19683	252	19,0,12	0	0
13505	1,5,14,18	2	0	19683	259	23,18,10	0	0
13506	1,6,14,18	2	0	19683	253	22,14,26	0	0
13507	1,7,14,18	2	0	19683	252	26,5,19	0	0
13508	1,8,14,18	2	0	19683	255	18,16,8	0	0
13509	1,9,14,18	2	0	19683	256	25,6,20	0	0
13510	1,10,14,18	2	0	19683	255	25,15,0	0	0
13511	1,11,14,18	2	0	19683	255	25,20,3	0	0
13512	1,12,14,18	2	0	19683	255	8,0,18	0	0
13513	1,13,14,18	2	0	19683	252	3,8,26	0	0
13514	1,14,14,18	2	0	19683	255	24,23,12	0	0
13515	1,15,14,18	2	0	19683	258	17,22,4	0	0
13516	1,16,14,18	2	0	19683	255	19,12,15	0	0
13517	1,17,14,18	2	0	19683	252	8,26,14	0	0
13518	1,18,14,18	2	0	19683	253	4,24,23	0	0
13519	1,19,14,18	2	0	19683	253	15,10,18	0	0
13520	1,20,14,18	1	0	19683	256	2,18,26	0	0
13521	1,21,14,18	2	0	19683	255	25,0,10	0	0
13522	1,22,14,18	2	0	19683	269	3,26,7	0	0
13523	1,23,14,18	2	0	19683	253	23,20,4	0	0
13524	1,24,14,18	2	0	19683	252	26,9,23	0	0
13525	1,25,14,18	2	0	19683	252	2,17,2	0	0
13526	1,26,14,18	2	0	19683	253	24,4,18	0	0
13527	1,0,15,18	2	0	19683	252	18,11,12	0	0
13528	1,1,15,18	2	0	19683	258	15,2,26	0	0
13529	1,2,15,18	2	0	19683	255	10,16,2	0	0
13530	1,3,15,18	2	0	19683	253	3,3,3	0	0
13531	1,4,15,18	2	0	19683	259	15,0,17	0	0
13532	1,5,15,18	2	0	19683	254	14,17,8	0	0
13533	1,6,15,18	2	0	19683	247	12,8,8	0	0
13534	1,7,15,18	2	0	19683	255	16,10,17	0	0
13535	1,8,15,18	2	0	19683	253	18,0,14	0	0
13536	1,9,15,18	2	0	19683	252	6,7,10	0	0
13537	1,10,15,18	2	0	19683	253	12,20,2	0	0
13538	1,11,15,18	2	0	19683	253	16,25,15	0	0
13539	1,12,15,18	2	0	19683	252	20,16,1	0	0
13540	1,13,15,18	2	0	19683	258	2,15,12	0	0
13541	1,14,15,18	2	0	19683	258	3,5,10	0	0
13542	1,15,15,18	2	0	19683	259	17,19,0	0	0
13543	1,16,15,18	2	0	19683	252	13,2,25	0	0
13544	1,17,15,18	2	0	19683	255	2,9,16	0	0
13545	1,18,15,18	2	0	19683	254	11,1,21	0	0
13546	1,19,15,18	2	0	19683	266	5,20,18	0	0
13547	1,20,15,18	2	0	19683	255	5,1,16	0	0
13548	1,21,15,18	2	0	19683	258	4,11,3	0	0
13549	1,22,15,18	2	0	19683	258	22,11,1	0	0
13550	1,23,15,18	2	0	19683	255	10,0,22	0	0
13551	1,24,15,18	2	0	19683	255	23,16,6	0	0
13552	1,25,15,18	2	0	19683	259	10,17,4	0	0
13553	1,26,15,18	1	0	19683	256	2,6,21	0	0
13554	1,0,16,18	2	0	19683	255	11,3,16	0	0
13555	1,1,16,18	2	0	19683	253	1,14,24	0	0
13556	1,2,16,18	2	0	19683	254	2,16,4	0	0
13557	1,3,16,18	2	0	19683	259	13,3,14	0	0
13558	1,4,16,18	2	0	19683	247	2,26,20	0	0
13559	1,5,16,18	2	0	19683	247	11,22,15	0	0
13560	1,6,16,18	2	0	19683	259	12,6,25	0	0
13561	1,7,16,18	1	0	19683	256	4,3,17	0	0
13562	1,8,16,18	2	0	19683	253	15,15,0	0	0
13563	1,9,16,18	2	0	19683	259	19,11,1	0	0
13564	1,10,16,18	2	0	19683	253	5,26,18	0	0
13565	1,11,16,18	2	0	19683	252	10,25,26	0	0
13566	1,12,16,18	2	0	19683	258	14,26,24	0	0
13567	1,13,16,18	2	0	19683	255	22,6,4	0	0
13568	1,14,16,18	2	0	19683	253	9,25,0	0	0
13569	1,15,16,18	2	0	19683	252	13,3,12	0	0
13570	1,16,16,18	2	0	19683	252	14,9,19	0	0
13571	1,17,16,18	2	0	19683	253	15,25,2	0	0
